"id_sensor";"day_time";"parameter_name";"value";"anomaly"
"S0007";"2026-01-01 23:02:30";"humidity";"72.372";"False"
"S0001";"2026-01-01 23:02:30";"temperature";"12.117";"False"
"S0001";"2026-01-01 23:02:45";"temperature";"11.083";"False"
"S0003";"2026-01-01 23:02:45";"CO2_level";"788";"False"
"S0006";"2026-01-01 23:02:45";"temperature";"12.592";"False"
"S0009";"2026-01-01 23:02:45";"ventilation";"0.592";"False"
"S0008";"2026-01-01 23:02:45";"CO2_level";"925";"False"
"S0004";"2026-01-01 23:02:45";"ventilation";"1.101";"True"
"S0009";"2026-01-01 23:03:00";"ventilation";"0.396";"False"
"S0003";"2026-01-01 23:03:00";"CO2_level";"1085";"False"
"S0006";"2026-01-01 23:03:00";"temperature";"13.346";"False"
"S0002";"2026-01-01 23:03:00";"humidity";"68.234";"False"
"S0007";"2026-01-01 23:03:00";"humidity";"70.229";"False"
"S0001";"2026-01-01 23:03:00";"temperature";"11.508";"False"
"S0008";"2026-01-01 23:03:00";"CO2_level";"1060";"False"
"S0004";"2026-01-01 23:03:00";"ventilation";"0.274";"False"
"S0006";"2026-01-01 23:03:15";"temperature";"11.025";"False"
"S0009";"2026-01-01 23:03:15";"ventilation";"0.277";"False"
"S0004";"2026-01-01 23:03:15";"ventilation";"0.516";"False"
"S0001";"2026-01-01 23:03:15";"temperature";"15.699";"False"
"S0003";"2026-01-01 23:03:15";"CO2_level";"715";"False"
"S0008";"2026-01-01 23:03:15";"CO2_level";"792";"False"
"S0003";"2026-01-01 23:03:30";"CO2_level";"948";"False"
"S0006";"2026-01-01 23:03:30";"temperature";"13.584";"False"
"S0002";"2026-01-01 23:03:30";"humidity";"66.619";"False"
"S0009";"2026-01-01 23:03:30";"ventilation";"0.556";"False"
"S0008";"2026-01-01 23:03:30";"CO2_level";"1049";"False"
"S0007";"2026-01-01 23:03:30";"humidity";"69.076";"False"
"S0001";"2026-01-01 23:03:30";"temperature";"11.36";"False"
"S0004";"2026-01-01 23:03:30";"ventilation";"0.223";"False"
"S0008";"2026-01-01 23:03:45";"CO2_level";"743";"False"
"S0001";"2026-01-01 23:03:45";"temperature";"12.833";"False"
"S0003";"2026-01-01 23:03:45";"CO2_level";"1066";"False"
"S0006";"2026-01-01 23:03:45";"temperature";"15.724";"False"
"S0004";"2026-01-01 23:03:45";"ventilation";"0.578";"False"
"S0009";"2026-01-01 23:03:45";"ventilation";"0.22";"False"
"S0001";"2026-01-01 23:04:00";"temperature";"13.041";"False"
"S0009";"2026-01-01 23:04:00";"ventilation";"0.279";"False"
"S0002";"2026-01-01 23:04:00";"humidity";"67.993";"False"
"S0008";"2026-01-01 23:04:00";"CO2_level";"939";"False"
"S0004";"2026-01-01 23:04:00";"ventilation";"0.22";"False"
"S0003";"2026-01-01 23:04:00";"CO2_level";"1000";"False"
"S0006";"2026-01-01 23:04:00";"temperature";"10.98";"False"
"S0007";"2026-01-01 23:04:00";"humidity";"69.887";"False"
"S0004";"2026-01-01 23:04:15";"ventilation";"0.538";"False"
"S0008";"2026-01-01 23:04:15";"CO2_level";"1127";"True"
"S0001";"2026-01-01 23:04:15";"temperature";"15.214";"False"
"S0003";"2026-01-01 23:04:15";"CO2_level";"1062";"False"
"S0009";"2026-01-01 23:04:15";"ventilation";"0.432";"False"
"S0006";"2026-01-01 23:04:15";"temperature";"10.304";"False"
"S0004";"2026-01-01 23:04:30";"ventilation";"0.211";"False"
"S0007";"2026-01-01 23:04:30";"humidity";"70.36";"False"
"S0001";"2026-01-01 23:04:30";"temperature";"10.034";"False"
"S0002";"2026-01-01 23:04:30";"humidity";"74.574";"False"
"S0008";"2026-01-01 23:04:30";"CO2_level";"943";"False"
"S0003";"2026-01-01 23:04:30";"CO2_level";"737";"False"
"S0009";"2026-01-01 23:04:30";"ventilation";"0.364";"False"
"S0006";"2026-01-01 23:04:30";"temperature";"10.908";"False"
"S0006";"2026-01-01 23:04:45";"temperature";"15.68";"False"
"S0008";"2026-01-01 23:04:45";"CO2_level";"821";"False"
"S0004";"2026-01-01 23:04:45";"ventilation";"0.258";"False"
"S0003";"2026-01-01 23:04:45";"CO2_level";"1134";"True"
"S0001";"2026-01-01 23:04:45";"temperature";"12.12";"False"
"S0009";"2026-01-01 23:04:45";"ventilation";"0.568";"False"
"S0003";"2026-01-01 23:05:00";"CO2_level";"1072";"False"
"S0009";"2026-01-01 23:05:00";"ventilation";"0.502";"False"
"S0007";"2026-01-01 23:05:00";"humidity";"68.998";"False"
"S0002";"2026-01-01 23:05:00";"humidity";"40.796";"True"
"S0008";"2026-01-01 23:05:00";"CO2_level";"1049";"False"
"S0001";"2026-01-01 23:05:00";"temperature";"15.19";"False"
"S0004";"2026-01-01 23:05:00";"ventilation";"0.418";"False"
"S0006";"2026-01-01 23:05:00";"temperature";"14.009";"False"
"S0006";"2026-01-01 23:05:15";"temperature";"11.049";"False"
"S0009";"2026-01-01 23:05:15";"ventilation";"0.248";"False"
"S0003";"2026-01-01 23:05:15";"CO2_level";"1079";"False"
"S0001";"2026-01-01 23:05:15";"temperature";"13.609";"False"
"S0004";"2026-01-01 23:05:15";"ventilation";"0.577";"False"
"S0008";"2026-01-01 23:05:15";"CO2_level";"1026";"False"
"S0007";"2026-01-01 23:05:30";"humidity";"66.078";"False"
"S0001";"2026-01-01 23:05:30";"temperature";"12.612";"False"
"S0009";"2026-01-01 23:05:30";"ventilation";"0.512";"False"
"S0006";"2026-01-01 23:05:30";"temperature";"10.632";"False"
"S0003";"2026-01-01 23:05:30";"CO2_level";"892";"False"
"S0008";"2026-01-01 23:05:30";"CO2_level";"1072";"False"
"S0004";"2026-01-01 23:05:30";"ventilation";"0.342";"False"
"S0002";"2026-01-01 23:05:30";"humidity";"69.66";"False"
"S0003";"2026-01-01 23:05:45";"CO2_level";"1084";"False"
"S0006";"2026-01-01 23:05:45";"temperature";"12.371";"False"
"S0004";"2026-01-01 23:05:45";"ventilation";"0.347";"False"
"S0008";"2026-01-01 23:05:45";"CO2_level";"918";"False"
"S0009";"2026-01-01 23:05:45";"ventilation";"0.232";"False"
"S0001";"2026-01-01 23:05:45";"temperature";"11.92";"False"
"S0008";"2026-01-01 23:06:00";"CO2_level";"1005";"False"
"S0003";"2026-01-01 23:06:00";"CO2_level";"799";"False"
"S0002";"2026-01-01 23:06:00";"humidity";"72.912";"False"
"S0006";"2026-01-01 23:06:00";"temperature";"12.224";"False"
"S0007";"2026-01-01 23:06:00";"humidity";"73.583";"False"
"S0009";"2026-01-01 23:06:00";"ventilation";"0.21";"False"
"S0004";"2026-01-01 23:06:00";"ventilation";"0.386";"False"
"S0001";"2026-01-01 23:06:00";"temperature";"7.411";"True"
"S0004";"2026-01-01 23:06:15";"ventilation";"0.334";"False"
"S0003";"2026-01-01 23:06:15";"CO2_level";"1199";"True"
"S0009";"2026-01-01 23:06:15";"ventilation";"0.2";"False"
"S0008";"2026-01-01 23:06:15";"CO2_level";"734";"False"
"S0001";"2026-01-01 23:06:15";"temperature";"12.741";"False"
"S0006";"2026-01-01 23:06:15";"temperature";"11.862";"False"
"S0006";"2026-01-01 23:06:30";"temperature";"11.573";"False"
"S0004";"2026-01-01 23:06:30";"ventilation";"0.561";"False"
"S0009";"2026-01-01 23:06:30";"ventilation";"0.238";"False"
"S0002";"2026-01-01 23:06:30";"humidity";"69.328";"False"
"S0001";"2026-01-01 23:06:30";"temperature";"15.916";"False"
"S0007";"2026-01-01 23:06:30";"humidity";"72.519";"False"
"S0008";"2026-01-01 23:06:30";"CO2_level";"1032";"False"
"S0003";"2026-01-01 23:06:30";"CO2_level";"1033";"False"
"S0004";"2026-01-01 23:06:45";"ventilation";"0.454";"False"
"S0003";"2026-01-01 23:06:45";"CO2_level";"798";"False"
"S0008";"2026-01-01 23:06:45";"CO2_level";"784";"False"
"S0006";"2026-01-01 23:06:45";"temperature";"11.5";"False"
"S0009";"2026-01-01 23:06:45";"ventilation";"null";"True"
"S0001";"2026-01-01 23:06:45";"temperature";"13.637";"False"
"S0009";"2026-01-01 23:07:00";"ventilation";"0.402";"False"
"S0008";"2026-01-01 23:07:00";"CO2_level";"1067";"False"
"S0004";"2026-01-01 23:07:00";"ventilation";"0.269";"False"
"S0001";"2026-01-01 23:07:00";"temperature";"10.568";"False"
"S0003";"2026-01-01 23:07:00";"CO2_level";"1034";"False"
"S0006";"2026-01-01 23:07:00";"temperature";"17.119";"True"
"S0002";"2026-01-01 23:07:00";"humidity";"null";"True"
"S0007";"2026-01-01 23:07:00";"humidity";"83.409";"True"
"S0006";"2026-01-01 23:07:15";"temperature";"15.788";"False"
"S0008";"2026-01-01 23:07:15";"CO2_level";"924";"False"
"S0001";"2026-01-01 23:07:15";"temperature";"null";"True"
"S0003";"2026-01-01 23:07:15";"CO2_level";"734";"False"
"S0004";"2026-01-01 23:07:15";"ventilation";"0.543";"False"
"S0009";"2026-01-01 23:07:15";"ventilation";"0.346";"False"
"S0006";"2026-01-01 23:07:30";"temperature";"11.37";"False"
"S0002";"2026-01-01 23:07:30";"humidity";"69.773";"False"
"S0007";"2026-01-01 23:07:30";"humidity";"71.439";"False"
"S0003";"2026-01-01 23:07:30";"CO2_level";"849";"False"
"S0009";"2026-01-01 23:07:30";"ventilation";"0.429";"False"
"S0008";"2026-01-01 23:07:30";"CO2_level";"898";"False"
"S0004";"2026-01-01 23:07:30";"ventilation";"0.167";"True"
"S0001";"2026-01-01 23:07:30";"temperature";"10.59";"False"
"S0006";"2026-01-01 23:07:45";"temperature";"15.852";"False"
"S0003";"2026-01-01 23:07:45";"CO2_level";"1069";"False"
"S0004";"2026-01-01 23:07:45";"ventilation";"0.446";"False"
"S0001";"2026-01-01 23:07:45";"temperature";"13.726";"False"
"S0009";"2026-01-01 23:07:45";"ventilation";"0.483";"False"
"S0008";"2026-01-01 23:07:45";"CO2_level";"704";"False"
"S0003";"2026-01-01 23:08:00";"CO2_level";"942";"False"
"S0008";"2026-01-01 23:08:00";"CO2_level";"958";"False"
"S0002";"2026-01-01 23:08:00";"humidity";"70.541";"False"
"S0009";"2026-01-01 23:08:00";"ventilation";"0.462";"False"
"S0006";"2026-01-01 23:08:00";"temperature";"11.0";"False"
"S0001";"2026-01-01 23:08:00";"temperature";"13.395";"False"
"S0007";"2026-01-01 23:08:00";"humidity";"65.443";"False"
"S0004";"2026-01-01 23:08:00";"ventilation";"0.206";"False"
"S0004";"2026-01-01 23:08:15";"ventilation";"0.579";"False"
"S0009";"2026-01-01 23:08:15";"ventilation";"0.591";"False"
"S0003";"2026-01-01 23:08:15";"CO2_level";"803";"False"
"S0001";"2026-01-01 23:08:15";"temperature";"12.522";"False"
"S0006";"2026-01-01 23:08:15";"temperature";"20.672";"True"
"S0008";"2026-01-01 23:08:15";"CO2_level";"704";"False"
"S0007";"2026-01-01 23:08:30";"humidity";"69.598";"False"
"S0006";"2026-01-01 23:08:30";"temperature";"15.058";"False"
"S0009";"2026-01-01 23:08:30";"ventilation";"0.578";"False"
"S0002";"2026-01-01 23:08:30";"humidity";"68.241";"False"
"S0004";"2026-01-01 23:08:30";"ventilation";"0.515";"False"
"S0001";"2026-01-01 23:08:30";"temperature";"null";"True"
"S0003";"2026-01-01 23:08:30";"CO2_level";"791";"False"
"S0008";"2026-01-01 23:08:30";"CO2_level";"933";"False"
"S0008";"2026-01-01 23:08:45";"CO2_level";"1060";"False"
"S0003";"2026-01-01 23:08:45";"CO2_level";"934";"False"
"S0006";"2026-01-01 23:08:45";"temperature";"14.264";"False"
"S0009";"2026-01-01 23:08:45";"ventilation";"0.216";"False"
"S0001";"2026-01-01 23:08:45";"temperature";"13.919";"False"
"S0004";"2026-01-01 23:08:45";"ventilation";"0.509";"False"
"S0006";"2026-01-01 23:09:00";"temperature";"13.582";"False"
"S0009";"2026-01-01 23:09:00";"ventilation";"0.422";"False"
"S0003";"2026-01-01 23:09:00";"CO2_level";"861";"False"
"S0001";"2026-01-01 23:09:00";"temperature";"12.004";"False"
"S0008";"2026-01-01 23:09:00";"CO2_level";"896";"False"
"S0007";"2026-01-01 23:09:00";"humidity";"65.48";"False"
"S0004";"2026-01-01 23:09:00";"ventilation";"0.032";"True"
"S0002";"2026-01-01 23:09:00";"humidity";"81.819";"True"
"S0006";"2026-01-01 23:09:15";"temperature";"11.126";"False"
"S0003";"2026-01-01 23:09:15";"CO2_level";"966";"False"
"S0008";"2026-01-01 23:09:15";"CO2_level";"1063";"False"
"S0009";"2026-01-01 23:09:15";"ventilation";"null";"True"
"S0004";"2026-01-01 23:09:15";"ventilation";"0.428";"False"
"S0001";"2026-01-01 23:09:15";"temperature";"15.19";"False"
"S0008";"2026-01-01 23:09:30";"CO2_level";"720";"False"
"S0002";"2026-01-01 23:09:30";"humidity";"74.023";"False"
"S0001";"2026-01-01 23:09:30";"temperature";"13.483";"False"
"S0007";"2026-01-01 23:09:30";"humidity";"68.756";"False"
"S0003";"2026-01-01 23:09:30";"CO2_level";"1018";"False"
"S0009";"2026-01-01 23:09:30";"ventilation";"0.459";"False"
"S0004";"2026-01-01 23:09:30";"ventilation";"0.218";"False"
"S0006";"2026-01-01 23:09:30";"temperature";"11.621";"False"
"S0006";"2026-01-01 23:09:45";"temperature";"14.145";"False"
"S0003";"2026-01-01 23:09:45";"CO2_level";"710";"False"
"S0001";"2026-01-01 23:09:45";"temperature";"14.634";"False"
"S0009";"2026-01-01 23:09:45";"ventilation";"0.47";"False"
"S0008";"2026-01-01 23:09:45";"CO2_level";"932";"False"
"S0004";"2026-01-01 23:09:45";"ventilation";"0.549";"False"
"S0004";"2026-01-01 23:10:00";"ventilation";"0.276";"False"
"S0003";"2026-01-01 23:10:00";"CO2_level";"743";"False"
"S0002";"2026-01-01 23:10:00";"humidity";"69.829";"False"
"S0008";"2026-01-01 23:10:00";"CO2_level";"835";"False"
"S0007";"2026-01-01 23:10:00";"humidity";"71.506";"False"
"S0001";"2026-01-01 23:10:00";"temperature";"13.527";"False"
"S0009";"2026-01-01 23:10:00";"ventilation";"0.47";"False"
"S0006";"2026-01-01 23:10:00";"temperature";"13.194";"False"
"S0001";"2026-01-01 23:10:15";"temperature";"11.096";"False"
"S0009";"2026-01-01 23:10:15";"ventilation";"0.534";"False"
"S0003";"2026-01-01 23:10:15";"CO2_level";"936";"False"
"S0006";"2026-01-01 23:10:15";"temperature";"17.765";"True"
"S0008";"2026-01-01 23:10:15";"CO2_level";"884";"False"
"S0004";"2026-01-01 23:10:15";"ventilation";"0.367";"False"
"S0001";"2026-01-01 23:10:30";"temperature";"15.82";"False"
"S0006";"2026-01-01 23:10:30";"temperature";"14.62";"False"
"S0002";"2026-01-01 23:10:30";"humidity";"71.893";"False"
"S0004";"2026-01-01 23:10:30";"ventilation";"0.49";"False"
"S0003";"2026-01-01 23:10:30";"CO2_level";"965";"False"
"S0009";"2026-01-01 23:10:30";"ventilation";"0.503";"False"
"S0008";"2026-01-01 23:10:30";"CO2_level";"932";"False"
"S0007";"2026-01-01 23:10:30";"humidity";"69.781";"False"
"S0001";"2026-01-01 23:10:45";"temperature";"13.13";"False"
"S0003";"2026-01-01 23:10:45";"CO2_level";"1045";"False"
"S0008";"2026-01-01 23:10:45";"CO2_level";"1009";"False"
"S0006";"2026-01-01 23:10:45";"temperature";"15.118";"False"
"S0009";"2026-01-01 23:10:45";"ventilation";"0.241";"False"
"S0004";"2026-01-01 23:10:45";"ventilation";"0.533";"False"
"S0006";"2026-01-01 23:11:00";"temperature";"15.635";"False"
"S0008";"2026-01-01 23:11:00";"CO2_level";"833";"False"
"S0001";"2026-01-01 23:11:00";"temperature";"13.324";"False"
"S0009";"2026-01-01 23:11:00";"ventilation";"0.448";"False"
"S0002";"2026-01-01 23:11:00";"humidity";"72.81";"False"
"S0004";"2026-01-01 23:11:00";"ventilation";"0.595";"False"
"S0003";"2026-01-01 23:11:00";"CO2_level";"772";"False"
"S0007";"2026-01-01 23:11:00";"humidity";"65.903";"False"
"S0003";"2026-01-01 23:11:15";"CO2_level";"1039";"False"
"S0004";"2026-01-01 23:11:15";"ventilation";"0.254";"False"
"S0001";"2026-01-01 23:11:15";"temperature";"12.563";"False"
"S0008";"2026-01-01 23:11:15";"CO2_level";"1058";"False"
"S0006";"2026-01-01 23:11:15";"temperature";"12.734";"False"
"S0009";"2026-01-01 23:11:15";"ventilation";"0.421";"False"
"S0007";"2026-01-01 23:11:30";"humidity";"71.752";"False"
"S0002";"2026-01-01 23:11:30";"humidity";"69.283";"False"
"S0009";"2026-01-01 23:11:30";"ventilation";"0.285";"False"
"S0006";"2026-01-01 23:11:30";"temperature";"null";"True"
"S0008";"2026-01-01 23:11:30";"CO2_level";"850";"False"
"S0001";"2026-01-01 23:11:30";"temperature";"13.204";"False"
"S0004";"2026-01-01 23:11:30";"ventilation";"0.29";"False"
"S0003";"2026-01-01 23:11:30";"CO2_level";"994";"False"
"S0003";"2026-01-01 23:11:45";"CO2_level";"744";"False"
"S0008";"2026-01-01 23:11:45";"CO2_level";"703";"False"
"S0004";"2026-01-01 23:11:45";"ventilation";"0.451";"False"
"S0006";"2026-01-01 23:11:45";"temperature";"12.229";"False"
"S0009";"2026-01-01 23:11:45";"ventilation";"0.52";"False"
"S0001";"2026-01-01 23:11:45";"temperature";"15.011";"False"
"S0001";"2026-01-01 23:12:00";"temperature";"12.268";"False"
"S0007";"2026-01-01 23:12:00";"humidity";"67.645";"False"
"S0008";"2026-01-01 23:12:00";"CO2_level";"1131";"True"
"S0002";"2026-01-01 23:12:00";"humidity";"65.079";"False"
"S0009";"2026-01-01 23:12:00";"ventilation";"0.466";"False"
"S0006";"2026-01-01 23:12:00";"temperature";"13.075";"False"
"S0003";"2026-01-01 23:12:00";"CO2_level";"853";"False"
"S0004";"2026-01-01 23:12:00";"ventilation";"0.309";"False"
"S0004";"2026-01-01 23:12:15";"ventilation";"0.361";"False"
"S0008";"2026-01-01 23:12:15";"CO2_level";"796";"False"
"S0001";"2026-01-01 23:12:15";"temperature";"6.176";"True"
"S0006";"2026-01-01 23:12:15";"temperature";"15.769";"False"
"S0003";"2026-01-01 23:12:15";"CO2_level";"1098";"False"
"S0009";"2026-01-01 23:12:15";"ventilation";"0.594";"False"
"S0007";"2026-01-01 23:12:30";"humidity";"71.399";"False"
"S0008";"2026-01-01 23:12:30";"CO2_level";"1018";"False"
"S0001";"2026-01-01 23:12:30";"temperature";"13.905";"False"
"S0002";"2026-01-01 23:12:30";"humidity";"68.937";"False"
"S0009";"2026-01-01 23:12:30";"ventilation";"0.518";"False"
"S0003";"2026-01-01 23:12:30";"CO2_level";"871";"False"
"S0006";"2026-01-01 23:12:30";"temperature";"13.22";"False"
"S0004";"2026-01-01 23:12:30";"ventilation";"0.592";"False"
"S0009";"2026-01-01 23:12:45";"ventilation";"0.462";"False"
"S0001";"2026-01-01 23:12:45";"temperature";"13.974";"False"
"S0003";"2026-01-01 23:12:45";"CO2_level";"836";"False"
"S0004";"2026-01-01 23:12:45";"ventilation";"0.283";"False"
"S0008";"2026-01-01 23:12:45";"CO2_level";"709";"False"
"S0006";"2026-01-01 23:12:45";"temperature";"11.884";"False"
"S0007";"2026-01-01 23:13:00";"humidity";"72.993";"False"
"S0003";"2026-01-01 23:13:00";"CO2_level";"754";"False"
"S0002";"2026-01-01 23:13:00";"humidity";"71.401";"False"
"S0009";"2026-01-01 23:13:00";"ventilation";"0.207";"False"
"S0004";"2026-01-01 23:13:00";"ventilation";"0.256";"False"
"S0001";"2026-01-01 23:13:00";"temperature";"10.075";"False"
"S0006";"2026-01-01 23:13:00";"temperature";"14.419";"False"
"S0008";"2026-01-01 23:13:00";"CO2_level";"808";"False"
"S0008";"2026-01-01 23:13:15";"CO2_level";"739";"False"
"S0004";"2026-01-01 23:13:15";"ventilation";"0.535";"False"
"S0003";"2026-01-01 23:13:15";"CO2_level";"994";"False"
"S0006";"2026-01-01 23:13:15";"temperature";"12.214";"False"
"S0001";"2026-01-01 23:13:15";"temperature";"15.669";"False"
"S0009";"2026-01-01 23:13:15";"ventilation";"0.21";"False"
"S0004";"2026-01-01 23:13:30";"ventilation";"0.244";"False"
"S0007";"2026-01-01 23:13:30";"humidity";"70.346";"False"
"S0009";"2026-01-01 23:13:30";"ventilation";"0.466";"False"
"S0003";"2026-01-01 23:13:30";"CO2_level";"1018";"False"
"S0006";"2026-01-01 23:13:30";"temperature";"11.689";"False"
"S0008";"2026-01-01 23:13:30";"CO2_level";"793";"False"
"S0001";"2026-01-01 23:13:30";"temperature";"11.435";"False"
"S0002";"2026-01-01 23:13:30";"humidity";"65.439";"False"
"S0009";"2026-01-01 23:13:45";"ventilation";"0.55";"False"
"S0006";"2026-01-01 23:13:45";"temperature";"15.378";"False"
"S0004";"2026-01-01 23:13:45";"ventilation";"0.475";"False"
"S0003";"2026-01-01 23:13:45";"CO2_level";"952";"False"
"S0008";"2026-01-01 23:13:45";"CO2_level";"936";"False"
"S0001";"2026-01-01 23:13:45";"temperature";"12.309";"False"
"S0004";"2026-01-01 23:14:00";"ventilation";"0.24";"False"
"S0008";"2026-01-01 23:14:00";"CO2_level";"707";"False"
"S0006";"2026-01-01 23:14:00";"temperature";"14.311";"False"
"S0007";"2026-01-01 23:14:00";"humidity";"83.275";"True"
"S0009";"2026-01-01 23:14:00";"ventilation";"0.201";"False"
"S0002";"2026-01-01 23:14:00";"humidity";"66.089";"False"
"S0001";"2026-01-01 23:14:00";"temperature";"12.105";"False"
"S0003";"2026-01-01 23:14:00";"CO2_level";"1059";"False"
"S0003";"2026-01-01 23:14:15";"CO2_level";"727";"False"
"S0004";"2026-01-01 23:14:15";"ventilation";"0.214";"False"
"S0008";"2026-01-01 23:14:15";"CO2_level";"719";"False"
"S0009";"2026-01-01 23:14:15";"ventilation";"0.398";"False"
"S0006";"2026-01-01 23:14:15";"temperature";"13.979";"False"
"S0001";"2026-01-01 23:14:15";"temperature";"14.491";"False"
"S0004";"2026-01-01 23:14:30";"ventilation";"null";"True"
"S0006";"2026-01-01 23:14:30";"temperature";"11.584";"False"
"S0009";"2026-01-01 23:14:30";"ventilation";"0.335";"False"
"S0002";"2026-01-01 23:14:30";"humidity";"71.946";"False"
"S0008";"2026-01-01 23:14:30";"CO2_level";"764";"False"
"S0003";"2026-01-01 23:14:30";"CO2_level";"806";"False"
"S0007";"2026-01-01 23:14:30";"humidity";"74.274";"False"
"S0001";"2026-01-01 23:14:30";"temperature";"10.628";"False"
"S0009";"2026-01-01 23:14:45";"ventilation";"0.458";"False"
"S0003";"2026-01-01 23:14:45";"CO2_level";"772";"False"
